"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
58,"68d3a5bd0000000013004d2f","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","鹅厂能免简历直通面试了❓❗️","148","39","26","86","2025/09/24","和平精英绿洲启元高校共创赛❗️启动❗️
打开和平精英[棒R]用邪修的方式加入鹅厂[暗中观察R]
现在马上参与#和平精英绿洲高校共创赛[话题]# [蹲后续H]
夺冠能收获实习面试的直通终面机会[哇R]
还有高额创作奖金等着同学们[喝奶茶R]
#鹅厂[话题]# #腾讯[话题]##一种很邪修但能拿offer的方式[话题]# #和平精英绿洲高校共创赛[话题]##和平精英绿洲启元[话题]#","[""#和平精英绿洲高校共创赛"",""#鹅厂"",""#腾讯"",""#一种很邪修但能拿offer的方式"",""#和平精英绿洲启元""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68d3a5bd0000000013004d2f?xsec_token=AB_lkrKYPZoUf8EX5GJjkh4tvTyegy8wt4nDinFlg5qIw=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/bcf5c57720458e37899c225e46b69889/notes_pre_post/1040g3k831mqc33htku905nuo74rgbl1h61nohuo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/405353281ac328d0b6bc0d8b11483f64/notes_pre_post/1040g3k831mqc33htku9g5nuo74rgbl1h6558dlg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/d90c540afb55cd407e3911a1abfda283/notes_pre_post/1040g3k831mqc33htkua05nuo74rgbl1hojo0fk8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/df208ba2e73f79354c5fcfa73e96ebe8/notes_pre_post/1040g3k831mqc33htkuag5nuo74rgbl1hehesajo!nd_dft_wlteh_webp_3""]","",""
59,"68d2411d0000000012017c97","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","这下真的栓Q了…","1.6万","621","1845","1.8万","2025/09/23","鹅害怕被吹跑已经躲在家里吃泡面了[抓狂R]#台风[话题]# #台风桦加沙[话题]# #鹅厂[话题]# #腾讯[话题]# #抽象[话题]#","[""#台风"",""#台风桦加沙"",""#鹅厂"",""#腾讯"",""#抽象""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68d2411d0000000012017c97?xsec_token=ABCMUWVOl2XFgd190MNwlbSZBLuMl0_7j1wMCkviZJMZM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/f99fb3f96aae5e8d11aada25bb49f3a7/1040g00831mp0jr2ul20g5nuo74rgbl1h7nt25d0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8d240861404220103700399754e76e4_259.mp4?sign=ea64258a3322fe10329f798dce3809f1&t=6a0141fd",""
60,"68d11aed0000000013005783","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","【抽iPad】 接鹅的offer之前先接一个iPad吧🎁","606","131","505","235","2025/09/22","鹅豪横一把[得意R]用iPad全网征集抽象接offer姿势❗️
	
【参与方法】[勾引R]
保存本文图2[向右R]将自己的创意姿势P在空白区域[点赞R]
	
将图片发在本文底下⌨️红心排名No.1的友友❤️
将获得🎁【iPad 11英寸128GB 2025款】
	
红心排名No.2～No.5的友友们[赞R]
也可以获得鹅厂校招限定礼盒哦[蹲后续H]
	
腾讯2026校园招聘正在火热进行中 [得意R]
祝大家早日接到满意的offer[棒R]
	
#鹅厂[话题]# #腾讯[话题]# #接鹅ffer[话题]# #有鹅选鹅[话题]# #互联网大厂[话题]# #腾讯2026校园招聘[话题]#","[""#鹅厂"",""#腾讯"",""#接鹅ffer"",""#有鹅选鹅"",""#互联网大厂"",""#腾讯2026校园招聘""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68d11aed0000000013005783?xsec_token=ABfTHdi4WyaS-BEhjp2k7GdZ9WDovRU7GgkKA3NeSsGKY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/49524a6dc8bcaa11c0d374f261e4266b/notes_pre_post/1040g3k031mnsovf0l20g5nuo74rgbl1hjsv6uig!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/934db1c3f94272076f80e31cc1d78016/notes_pre_post/1040g3k031mnsovf0l2005nuo74rgbl1hkr536ug!nd_dft_wlteh_webp_3""]","",""
61,"68cd50e30000000012020624","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","跟各大明星老师们互动上了(๑•̀ㅂ•́)و✧","250","8","43","21","2025/09/19","国美鹅鹅迎新市集圆满收官[赞R] #腾讯IEG2026校园招聘[话题]# #鹅鹅迎新市集[话题]##三角洲行动[话题]# #鹅厂[话题]# #腾讯[话题]# #洛克王国世界[话题]# #光与夜之恋[话题]# #英雄联盟[话题]#","[""#腾讯IEG2026校园招聘"",""#鹅鹅迎新市集"",""#三角洲行动"",""#鹅厂"",""#腾讯"",""#洛克王国世界"",""#光与夜之恋"",""#英雄联盟""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68cd50e30000000012020624?xsec_token=ABFOAlEy7LOACgcEA7SYo6D3nOlOtEuUIGIvyQakMBdY8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/b5eac1dcf5007ba2f61629f4506bf4fb/notes_pre_post/1040g3k831mk65m5450b05nuo74rgbl1hig28kqg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/63b1c490f0f2f7ea1afdb9de778ac20e/notes_pre_post/1040g3k831mk65m5450905nuo74rgbl1hjc6qjt0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/ce63643f2f8bf062da0c5f611d140641/notes_pre_post/1040g3k831mk65m5450ag5nuo74rgbl1hcrjeoo8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/1c552eeffd45a5214577eed4b43122ce/notes_pre_post/1040g3k831mk65m54509g5nuo74rgbl1hcujsit0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/5eeb0fe2c2e909098a1c7e68237c41fb/notes_pre_post/1040g3k831mk65m5450a05nuo74rgbl1hln0ppcg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/2408c76042c2dbfe573a4a8314aa8d23/notes_pre_post/1040g3k831mk65m5450c05nuo74rgbl1hjr23bo0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/691983c0f1dd41a8604becad4fd26bce/notes_pre_post/1040g3k831mk65m5450bg5nuo74rgbl1ha2m7n58!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/956e4ca8c3fd16499576efc7a90ed241/notes_pre_post/1040g3k831mk65m5450d05nuo74rgbl1hkh69i8g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/be5afb88db16b917fc1498895af54184/notes_pre_post/1040g3k831mk65m5450cg5nuo74rgbl1h713lhc0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/abb9b0106449e839a33fd66b3afd1196/notes_pre_post/1040g3k831mk6g38nkq705nuo74rgbl1hnildjj8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/03a61a296653bd46e37eaa3e35880182/notes_pre_post/1040g3k831mk65m5450dg5nuo74rgbl1hh5i89c8!nd_dft_wlteh_webp_3""]","",""
62,"68c29b72000000001d00d220","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","‼️前方出现😈溜da鹅头目😈","241","64","129","62","2025/09/11","哈哈哈哈哈哈哈哈‼️想要我手里的溜da鹅吗⁉️来哈工大深圳国设楼找到鹅吧😈#鹅厂[话题]# #腾讯[话题]# #腾讯2026校园招聘[话题]# #腾讯校招宣讲会[话题]# #哈工大深圳[话题]#","[""#鹅厂"",""#腾讯"",""#腾讯2026校园招聘"",""#腾讯校招宣讲会"",""#哈工大深圳""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68c29b72000000001d00d220?xsec_token=ABJ1uJrszni3TEsyk4SFMVMHF4XKUTf6K7Fa-daurXjww=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/8d127a6101d67d0916de3eaf7285a070/1040g00831m9n326j520g5nuo74rgbl1hhdnfv8o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/d8d598c01c80532d08be2b055d39bcb1/1040g00831m9n326j52005nuo74rgbl1hitacm48!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/aa03284aefcc522caa2a729c6b629d05/1040g00831m9n326il21g5nuo74rgbl1hnthggng!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/d34e4ce33c2544ca450b5d616548fda6/1040g00831m9n326j52105nuo74rgbl1h019th1o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/1d80045e2838b61dbee73f16183c445a/1040g00831m9n326j521g5nuo74rgbl1hd6nudgg!nd_dft_wlteh_webp_3""]","",""
63,"68c16f6a000000001d011628","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","鹅go一下就瘦了","382","23","94","224","2025/09/10","go一下今晚就要做鹅梦了[萌萌哒R]
#cortis[话题]# #cortisgo[话题]# #cortis_go[话题]# #鹅厂[话题]# #腾讯[话题]# #没有一个动作是多余的[话题]#","[""#cortis"",""#cortisgo"",""#cortis_go"",""#鹅厂"",""#腾讯"",""#没有一个动作是多余的""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68c16f6a000000001d011628?xsec_token=AB3XSrkWp-3Wn29wavJVEze62FNvK8c-FBt0jGxQxefjE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/fd2d1e3f1031701c3e7c208fa5f26428/1040g2sg31m8it3f84u005nuo74rgbl1h66mjelg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8c16e33bcb8a70103700399339b473a_259.mp4?sign=260e04f1a85b7cb6d290a904871bd3c4&t=6a0141ff",""
64,"68bf96f0000000001c03c96d","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","午休我就这样go进饭堂🍳","607","32","176","231","2025/09/09","感受下企鹅的小碎步[得意R]手上牵的是🐧溜da鹅🐧请前往 #鹅鹅迎新市集[话题]# #中国美术学院[话题]# 捕获[棒R]
#cortis[话题]# #cortisgo[话题]# #cortis_go[话题]# #cortis边走边go挑战[话题]#
#鹅厂[话题]# #腾讯[话题]# #互联网大厂[话题]# #腾讯IEG2026校园招聘[话题]#","[""#鹅鹅迎新市集"",""#中国美术学院"",""#cortis"",""#cortisgo"",""#cortis_go"",""#cortis边走边go挑战"",""#鹅厂"",""#腾讯"",""#互联网大厂"",""#腾讯IEG2026校园招聘""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68bf96f0000000001c03c96d?xsec_token=ABRkDQuHLu8FIVZFZyxcI8g4SC_N1D4cQAny-e00OcDZk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/1fc6388ae0505d7d1a52afc13c89894c/1040g00831m6pcv9hl2005nuo74rgbl1h3j8gkd0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8bf96ce07f92e01037003992c65c967_259.mp4?sign=14330d481e3493baba4e81f66684b9ec&t=6a014207",""
65,"68be97a6000000001c03d84a","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","今天的风真的好大大大大大大大大大大大大啊","5243","388","970","3018","2025/09/08","周一在工作中凌乱的鹅🥲
#鹅厂[话题]# #腾讯[话题]# #2026秋招季[话题]# #今天的风和我都漫无目的[话题]#","[""#鹅厂"",""#腾讯"",""#2026秋招季"",""#今天的风和我都漫无目的""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68be97a6000000001c03d84a?xsec_token=AB6qD8Yhvhrl3drZNCDmAHpDKOB0IghXenVvzyRtPqttc=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/6dffd56e59a19f375b22090d34d55094/notes_pre_post/1040g3k831m5pttd652205nuo74rgbl1hdoc11q8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/0c341adffb7cd50b3ffcb412496d560c/notes_pre_post/1040g3k831m5pttd6522g5nuo74rgbl1ho1lou7g!nd_dft_wlteh_webp_3""]","",""
66,"68b5612b000000001d012cd0","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","想溜企鹅吗？来『鹅鹅迎新市集』🐧","229","50","39","40","2025/09/01","杭州的同学们可以先溜上企鹅啦[棒R]
腾讯IEG 「鹅鹅迎新市集」捕捉『溜da鹅』🐧
9.19日🎮中国美术学院山北艺术大院🏫
一起进国美的好朋友们包括：[蹲后续H]
三角洲行动、洛克王国：世界、光与夜之恋、英雄联盟、来才·光子美术人才招聘专项[蹲R]
欢迎校内外的同学们一起来玩！
祝大家秋招手拿Offer，满载鹅归！
#腾讯IEG2026校园招聘[话题]# #鹅鹅迎新市集[话题]##三角洲行动[话题]# #鹅厂[话题]# #腾讯[话题]# #洛克王国世界[话题]# #光与夜之恋[话题]# #英雄联盟[话题]#","[""#腾讯IEG2026校园招聘"",""#鹅鹅迎新市集"",""#三角洲行动"",""#鹅厂"",""#腾讯"",""#洛克王国世界"",""#光与夜之恋"",""#英雄联盟""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68b5612b000000001d012cd0?xsec_token=ABfAzels7XAlZ1guGddtGtg9rJa2kWgNjBkyhGZN7pvUA=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/71e00a8e8f2d1773d6c437c3bca04508/notes_pre_post/1040g3k831lsqbbdq4q005nuo74rgbl1hsjooscg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/cd30686ba6e9b2aeedf150e233f71f64/notes_pre_post/1040g3k831lsqbbdq4q0g5nuo74rgbl1htk1rfk8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/475d321a0e1b9360ca51406ddb864b45/notes_pre_post/1040g3k831lsqbbdq4q105nuo74rgbl1he6hsp70!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/2fdc9e7c4839f7baf9e137cf0815cde8/notes_pre_post/1040g3k831lsqbbdq4q205nuo74rgbl1hbtk3vto!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/de488aacd4e6a386cdcf2fe120098491/notes_pre_post/1040g3k831lsqbbdq4q2g5nuo74rgbl1h15opvcg!nd_dft_wlteh_webp_3""]","",""
67,"68b5549e000000001d00d110","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","鹅👀看👀见👀你👀啦❗️","261","27","115","31","2025/09/01","腾讯招聘和@职场薯 一起加入#校招看见行动[话题]#
2026校招季👀鹅在捞了！鹅看见你了！🐧
💡在2026校招季期间～鹅会举办数场「秋招有问必答」直播节目！同学们在秋招中的每一个问题我们都会一一解答[蹲后续H]
每一期我们都会邀请到资深面试官与业务嘉宾为同学们答疑解惑✨祝同学们秋招顺利ヾ(＾∇＾)ﾉ🍁
#鹅厂[话题]# #腾讯[话题]# #2026校招季[话题]# #我的校招进度条[话题]# #校招看见行动[话题]# #2026企业校招发布[话题]#","[""#校招看见行动"",""#鹅厂"",""#腾讯"",""#2026校招季"",""#我的校招进度条"",""#2026企业校招发布""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68b5549e000000001d00d110?xsec_token=ABfAzels7XAlZ1guGddtGtg_w32AFpujROeOh0Gg6SYgM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/879e9a5d3dcf931fe8ae8eac50b3701f/notes_pre_post/1040g3k031lsoi5geku405nuo74rgbl1hrk2pkk0!nd_dft_wlteh_webp_3""]","",""
68,"68b17172000000001c03f215","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","鹅祝大家七夕快乐💕Offer Spark✨","1247","34","80","89","2025/08/29","鹅在线热舞💃跳段One Spark祝大伙七夕快乐[萌萌哒R]
#鹅厂[话题]# #腾讯[话题]# #七夕[话题]# #onespark[话题]# #twice[话题]# #我在小红书跳舞[话题]# #Dlog[话题]# #跳舞穿搭[话题]# #水瓶烟花[话题]# @才艺薯 @舞蹈薯","[""#鹅厂"",""#腾讯"",""#七夕"",""#onespark"",""#twice"",""#我在小红书跳舞"",""#Dlog"",""#跳舞穿搭"",""#水瓶烟花""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68b17172000000001c03f215?xsec_token=ABO9-dfNo8NxX0fgd-55wQE5bx05gXWU4TtTwKq2e3z8Y=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/55de84eb59c88e39b24421363f294e17/1040g00831loureqf4q005nuo74rgbl1h4imu7to!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8b16da0bc1fc80103700398f523b72d_259.mp4?sign=74c903c47de4ce2264d585d57db9936c&t=6a014208",""
69,"68b02f9e000000001d0044af","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","鹅㊙️厂㊙️网㊙️红㊙️工㊙️位㊙️大㊙️揭㊙️秘","1.6万","1626","506","1863","2025/08/28","本期我们诚邀到隔壁台的ezi[萌萌哒R]为我们揭晓鹅厂最最最网红的工位@欧饱打工日记 [棒R]
腾讯IEG｜2026校招游戏美术进校宣讲启动，报名中！速速投递加入腾讯游戏美术@职场薯
#鹅厂[话题]# #腾讯[话题]# #互联网大厂[话题]# #腾讯IEG2026校园招聘[话题]# #腾讯游戏[话题]# #天工计划[话题]# #游戏美术[话题]##2026秋招季[话题]# #欧饱打工日记[话题]#","[""#鹅厂"",""#腾讯"",""#互联网大厂"",""#腾讯IEG2026校园招聘"",""#腾讯游戏"",""#天工计划"",""#游戏美术"",""#2026秋招季"",""#欧饱打工日记""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68b02f9e000000001d0044af?xsec_token=ABdE8gmE0CZnOc6itPJY66Btz1y7UtoQqHDJAkkYvSKLs=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/178680c826a8eb3928abeb25f0d667c0/1040g2sg31lnnqne3l0705nuo74rgbl1hllbj8so!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8b02e42b75c9e0103700398f040035f_259.mp4?sign=0aa90ef2cb7e4847224bac92e4ccd396&t=6a014209",""
70,"68ac48a9000000001d014ec9","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","腾讯战略发展部2026校园招聘启动","480","348","50","234","2025/08/25","🐧腾讯战略发展部🐧
[得意R]Strategy Department[得意R]
2026校园招聘正式启动[派对R]
我们期待与你一起[赞R]
站在行业前沿[举手R]洞察趋势[举手R]定义未来[举手R]
#鹅厂[话题]# #腾讯[话题]# #互联网大厂[话题]# #2026秋招季[话题]# @职场薯","[""#鹅厂"",""#腾讯"",""#互联网大厂"",""#2026秋招季""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68ac48a9000000001d014ec9?xsec_token=ABOyToVehzyvvryILuLX5qGYUWGm369Cj5yQ72E2yX3Ac=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/e9d7620467e23b8d569bd9061fa96574/notes_pre_post/1040g3k831ljthcgqkua05nuo74rgbl1hg3jv7d0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/f1e9708f74f3d0e09432e15c437a5975/notes_pre_post/1040g3k831ljthcgqkuag5nuo74rgbl1h8220628!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/81f1bf99531ebd05bcc837a30cc2c77f/notes_pre_post/1040g3k831ljthcgqkub05nuo74rgbl1h90b12h8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/a7c6e2f4b639d974dac08022bc16f0b7/notes_pre_post/1040g3k831ljthcgqkubg5nuo74rgbl1h0l01038!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/050b0a22317e72aa95426b713c483032/notes_pre_post/1040g3k831ljthcgqkuc05nuo74rgbl1hkfb3hfg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/f2f71f080badb21baed3503f4f2cb3ea/notes_pre_post/1040g3k831ljthcgqkucg5nuo74rgbl1h9iuigr0!nd_dft_wlteh_webp_3""]","",""
71,"68a83718000000001d000a25","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","💰腾讯投资💰2026校园招聘启动","241","171","46","162","2025/08/22","各位投资分析师们[得意R]鹅在腾讯投资等你[派对R]
即日起专项启动[吧唧R]先投先面[抓狂R]
期待这个夏天与你在CDG相遇ヾ(◍°∇°◍)ﾉﾞ
#鹅厂[话题]# #腾讯[话题]# #互联网大厂[话题]# #腾讯投资[话题]# #2026秋招季[话题]# @职场薯","[""#鹅厂"",""#腾讯"",""#互联网大厂"",""#腾讯投资"",""#2026秋招季""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/68a83718000000001d000a25?xsec_token=ABV-Y-RQcZq2rIF_ZZ7uAODEYECa9OftXKkh32m8yfyGE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/7811e17776c32d22862185a727e40eee/notes_pre_post/1040g3k831lfuus8a50005nuo74rgbl1h4bqpl1o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/7db425affb534a5760e8e923a2d4da08/notes_pre_post/1040g3k831lfuus8a500g5nuo74rgbl1hg387t2o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/517af5a6396542248b1117e5857c41df/notes_pre_post/1040g3k831lfuus8a50105nuo74rgbl1hfbbi8ho!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/23649e25071c3f65b815402555f25239/notes_pre_post/1040g3k831lfuus8a501g5nuo74rgbl1hlcnnn7o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/ee8c88fa0e92651b2596d1b69b577081/notes_pre_post/1040g3k831lfuus8a50205nuo74rgbl1h4820vko!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/adbe0a04630e901e80434ecf9b934537/notes_pre_post/1040g3k831lfuus8a502g5nuo74rgbl1hva824s0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/addc5fd6f76cbf1c186de3d7d4a6bd66/notes_pre_post/1040g3k831lfuus8a50305nuo74rgbl1hreuebu8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/e16084f69914f063ae25ae086bd0c961/notes_pre_post/1040g3k831lfuus8a503g5nuo74rgbl1hpo9s0to!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/77c51a24ae3ef0492eff3d4f8cf13c61/notes_pre_post/1040g3k831lfuus8a50405nuo74rgbl1h9an5svg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/8708cb3537fcf45646658b2c9cd29737/notes_pre_post/1040g3k831lfuus8a504g5nuo74rgbl1hjkb462g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072242/9999f7cb250684a239ed1624b885930a/notes_pre_post/1040g3k831lfuus8a50505nuo74rgbl1h9pskbd8!nd_dft_wlteh_webp_3""]","",""
72,"689ef628000000001c03cfa8","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","😡不看鹅的直播？鹅立马原地跳舞😡","404","19","48","49","2025/08/18","鹅的空宣直播周开始啦[抓狂R][抓狂R][抓狂R]
下周开始😡每周二/周三/周四[红书R]都有鹅的直播[害羞R]
下周为技术周【QA问答】专场[蹲后续H]
8.19日软件开发QA问答专场[蹲R]
8.20综合技术QA问答专场[蹲R]
8.21游戏技术QA问答专场[蹲R]
#2026秋招季[话题]# @职场薯 #鹅厂[话题]# #腾讯[话题]# #秋招[话题]# #空宣[话题]# #直播[话题]#","[""#2026秋招季"",""#鹅厂"",""#腾讯"",""#秋招"",""#空宣"",""#直播""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/689ef628000000001c03cfa8?xsec_token=ABIa4S2TUmn4zwR2kL9cazDhZ4bsvqTAylJFL4sN_zGgA=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/81cc41d24c1762e16b797c0adec2dd90/1040g00831l6tg3m752005nuo74rgbl1h1ant6no!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e89ef3c9bc32510103700398acf1c486_259.mp4?sign=ee57387a158c0b4fd89285f8c7d04fd8&t=6a01420a",""
73,"689c6314000000001d00ec05","腾讯招聘","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431","唤⚡️醒⚡️电⚡️脑⚡️唤⚡️醒⚡️IEG秋招⚡️","481","45","96","172","2025/08/13","腾讯IEG 2026校园招聘启动🎉
加入腾讯游戏🎮这一局由你主导🐧
#鹅厂[话题]# #腾讯[话题]# #秋招人的精神状态[话题]# #校招[话题]# #我在小红书做游戏[话题]#","[""#鹅厂"",""#腾讯"",""#秋招人的精神状态"",""#校招"",""#我在小红书做游戏""]","https://www.xiaohongshu.com/user/profile/5fd83937000000000101d431/689c6314000000001d00ec05?xsec_token=ABNcvuGA-YLo0Vyw_TyfSDiSyNSZ0Z8kNKpI1V9LKSN6Q=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072242/84eb28fb7cff65ed2abbfee2c115eab2/1040g00831l4cmtsmj6105nuo74rgbl1hubgtueg!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e89c6232b771280103700398a2e3b250_259.mp4?sign=63e2b1b460faf4b025d7601f8c9c9977&t=6a01420b",""
