"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
64,"6985cee1000000000a02c877","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","🔥港科大（广州）张弘策助理教授招收博士生","18","7","","4","2026/03/13","香港科技大学（广州）微电子学域助理教授张弘策招收博士生，期待具有扎实的编程能力、数字逻辑设计和计算机体系结构的背景知识，尤其参加过“一生一芯”并完成A阶段及以上的优秀申请者加入！[庆祝R][加油R]
	
滑动图片，快速了解申请渠道👆
#博士招生[话题]# #港科大广州[话题]# #顶尖实验室[话题]# #学术科研[话题]#","[""#博士招生"",""#港科大广州"",""#顶尖实验室"",""#学术科研""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6985cee1000000000a02c877?xsec_token=ABNa3hnzs32rw_5PoI2zPhaAO2-BFAh7lRk_Ihho0vRTI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/f02ba8385261ea92d9a1a8cbb8cc72ac/notes_pre_post/1040g3k831tkvm610nu905p05ejjaajvhua9tdf8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/1aed91d102bd8f6a2e05eaea7b3d2e41/notes_pre_post/1040g3k831tkvm610nu9g5p05ejjaajvhdbs9ll8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/8c4da54eef967132220607d742fb5650/notes_pre_post/1040g3k831tkvm610nua05p05ejjaajvhas1l0mg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/c269d98b0faae4684835211eb5fb69b9/notes_pre_post/1040g3k831tkvm610nuag5p05ejjaajvhoienpfo!nd_dft_wlteh_webp_3""]","",""
65,"6985c1fe000000000b0122dc","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","⏰ 60秒！回顾港科大（广州）2025“年度瞬间”！","30","4","","3","2026/02/06","@港科广er，过去这一年，有哪些港科广瞬间深深刻在你心里？✨
日前，近百位媒体记者与校内通讯员共同投票，精选出属于我们的2025记忆🎉
	
一起翻阅这些瞬间，重温你与港科广共同走过的四季📖
#港科广2025[话题]# #年度瞬间[话题]# #港科广记忆[话题]# #校园时刻[话题]#","[""#港科广2025"",""#年度瞬间"",""#港科广记忆"",""#校园时刻""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6985c1fe000000000b0122dc?xsec_token=ABNa3hnzs32rw_5PoI2zPhaHD-utcCigr9OS3Brw-pW7I=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/4640de67b7c4582b9c98b0121f12c7cf/1040g00831s8a55jo58005p05ejjaajvhvrqab2g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e985c1fe376074010370039c327e590e_259.mp4?sign=3e8128f1bad046e75d2486c4597c52c6&t=6a013dc5",""
66,"6985af94000000000903ab1c","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","涵盖数理化！港科大（广州）夏校学分课程介绍","5","","","3","2026/02/06","2026港科大（广州）夏校，学分课程正式启动招募
📢 面向全球本科生及研究生，为期7周（2026年6月15日 – 8月2日）
	
学分课程介绍第一弹[举手R]
教育科学学院数理教育基柱精心打造10门本科基础科学课程，涵盖：
[加油R]微积分、线性代数
[加油R]物理、化学、生物
[加油R]计算机科学、数据分析
	
🔗 申请官网：summer.hkust-gz.edu.cn
⏰ 截止日期：2026年3月8日
📩 咨询邮箱：summerschool@hkust-gz.edu.cn
期待今夏，与你相遇在港科大（广州）！🚀
	
#港科大广州[话题]# #夏校[话题]# #夏令营报名[话题]#","[""#港科大广州"",""#夏校"",""#夏令营报名""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6985af94000000000903ab1c?xsec_token=ABNa3hnzs32rw_5PoI2zPhaMLVPc-UIdRPxUV0mgzUHlk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/11ad87cf0d64bbc9905ba5ba7e385961/1040g00831s87tkno5c005p05ejjaajvhkn76m4g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/ba50ea04002a460c49d9390b1a418db5/1040g00831s87tkno5c0g5p05ejjaajvhf8c1or0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/c1bc637f502c9c888366439369b6fdf0/1040g00831s87tkno5c105p05ejjaajvh1gp3sq8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/4e11a3fd094f054b9116383b4f002c3d/1040g00831s87tkno5c1g5p05ejjaajvh3fj8mmo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/e4145e15c33d5be2e07e0bc65a4bf35d/1040g00831s87tkno5c205p05ejjaajvh30ua52o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/cc81eb1382514110b813167f20520b4a/1040g00831s87tkno5c2g5p05ejjaajvhcb8hdo8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/0c81d4740ca22ffb30c7403fa32c81cb/1040g00831s87tkno5c305p05ejjaajvhbphj3kg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/be9c4391df2f7f5eccd999376cadd0de/1040g00831s87tkno5c3g5p05ejjaajvhl9sk450!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/d3e0c7e16772bf72724fc22fb25a8f66/1040g00831s87tkno5c405p05ejjaajvh4ouf4uo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/c05072ef4d72097f8675c88d35a1f390/1040g00831s87tkno5c4g5p05ejjaajvh89tebag!nd_dft_wlteh_webp_3""]","",""
67,"6985659a000000000a02f8d1","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","AI时代，如何用艺术点亮科研灵感？🌟","19","8","1","2","2026/02/06","@本科生 在港科大（广州），本科前两年的课程设计中，艺术类通识课程将是本科同学认知世界、激发创造力的关键一环。🌍✨
艺术 × 科研 ＝ ❓
	
「红鸟面对面 · 我的大学第一步」
第五期，温暖上线🚀
本期嘉宾：教育科学学院通识教育基柱讲师方博，为你深度揭秘：如何用艺术点亮科研灵感？🎁🎨🔬
	
答案都在视频里，快来戳开看！👉📺
#港科大广州[话题]# #大学生活[话题]# #科研起步[话题]# #大学规划[话题]#","[""#港科大广州"",""#大学生活"",""#科研起步"",""#大学规划""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6985659a000000000a02f8d1?xsec_token=ABNa3hnzs32rw_5PoI2zPhaC8TWOb9tZ-hCTQ1G-M_H20=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/ee61dec12bcf0db7d7d6ea4a39149605/1040g2sg31s7u23fll8l05p05ejjaajvhpcmk2a0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e98562909d7982010370039c31181f10_259.mp4?sign=b6e4f268775ed8bad9d6025312902c12&t=6a013dc6",""
68,"6982bfa0000000000a02f729","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","必看‼️港科大（广州）夏校申请直播全揭秘🔥","3","","","1","2026/02/04","✨前沿知识 ✨优质伙伴 ✨成长机遇…
港科大（广州）2026夏校等你加入！
	
十大主题夏令营项目，主讲老师亲自讲解🎤
每个项目8–10分钟详细拆解
从项目内容、实践场景到师资互动，一次讲透！
还有Q&A环节，有问题直接问🙋
	
⏰2月5日 13:00
📲扫码看直播，我们不见不散！
#港科大广州夏校[话题]# #夏校申请[话题]# #暑假计划[话题]# #大学夏令营[话题]# #科研体验[话题]# #广州高校[话题]#","[""#港科大广州夏校"",""#夏校申请"",""#暑假计划"",""#大学夏令营"",""#科研体验"",""#广州高校""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6982bfa0000000000a02f729?xsec_token=ABYtOnh7NH6hjAy6ri3Vk9b0lTZgvL1eZ5erZaWHZ3fXk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/982864959f2995a82d717719579dd9fd/1040g2sg31s5q3b2kl6005p05ejjaajvh95rshs8!nd_dft_wlteh_webp_3""]","",""
69,"6982b6840000000009039dbf","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","免费领利是封！让祝福在港科广循环起来🧧","23","2","","16","2026/02/04","🎉新年第一份仪式感，是让祝福循环起来！
	
📌利是封循环计划来啦～
📅 2026.2.4 - 2.11
📍 C2学生活动中心1楼（扶梯旁）
	
✨ 我们准备了往年回收的利是封，等你来免费领取，给它们“第二次生命”！
✨ 也欢迎带上闲置利是封投进回收箱，让循环持续发生～
✨ 现场还有可持续创意作品展，一起感受“变废为宝”的乐趣🌱
用行动减少浪费，把祝福传递下去
这个新年，一起点亮绿色校园🌟
👉记得来打卡，领走你的循环利是封！
#港科大广州[话题]# #可持续校园[话题]# #利是封循环[话题]# #绿色新年[话题]# #环保仪式感[话题]#","[""#港科大广州"",""#可持续校园"",""#利是封循环"",""#绿色新年"",""#环保仪式感""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6982b6840000000009039dbf?xsec_token=ABYtOnh7NH6hjAy6ri3Vk9bz1YWe0L3Amq01rw0WEkbG8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/f15aab2b2426f411f66a83d14220a7f9/notes_pre_post/1040g3k031s5apuatl61g5p05ejjaajvhvu6gah0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/a3e35088b1cc104a974cc49fca64c9bc/notes_pre_post/1040g3k831s5aoh2d5e6g5p05ejjaajvh933sc10!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/a80267adfd491f29153c6f08e7a23414/notes_pre_post/1040g3k031s5apuatl60g5p05ejjaajvhs36mkf8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/d9d009753a9946a8b81f30d19af17da0/notes_pre_post/1040g3k031s5apuatl6005p05ejjaajvhnhmp0uo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/2e2bdcc7a5db16f5ef2dac66b475488e/notes_pre_post/1040g3k031s5apuatl6205p05ejjaajvh0ip43rg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/39a07f492da8d56c5cf2492351f38c66/notes_pre_post/1040g3k031s5apuatl6105p05ejjaajvhhfe92do!nd_dft_wlteh_webp_3""]","",""
70,"6981927c000000000b012088","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","即将截止｜港科广微电子博士优先录取营报名","9","2","","8","2026/02/03","香港科技大学（广州）微电子博士优先录取营火热报名中！
	
本次活动面向2027年秋季入学招生，计划邀请具有学术潜力和科研兴趣的优秀学生，与教授及在校博士生面对面交流，参观“高精尖”实验设施，直观感受芯片技术的魅力。活动中将根据营员意愿安排面试，在面试中脱颖而出的优秀营员将获得微电子学域博士项目优先录取机会。
	
⏰活动时间：2026年2月28日-3月1日
📍活动地点：广州市南沙区笃学路1号香港科技大学（广州）
👉🏻报名条件
1️⃣在本科或硕士阶段获得校级一等奖学金或更高等级奖学金
2️⃣欢迎所有理工科专业学生报名
	
📝报名方式
关注“香港科技大学广州”1月30日微信二条推文，获取报名渠道
❗❗报名截止日期：2026年2月9日
	
成功报名入营的同学将会在1️⃣月2️⃣0️⃣日-2️⃣月1️⃣1️⃣日期间收到确认入营的邮件，请正确填写邮箱📭并留意来自mics@hkust-gz.edu.cn的邮件。
#港科大广州[话题]#  #微电子[话题]# #考研[话题]# #夏令营[话题]#","[""#港科大广州"",""#微电子"",""#考研"",""#夏令营""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6981927c000000000b012088?xsec_token=ABdbf9SBaMprYRkHGW4ZInMSQQMUoCtt1Du5ZzNl5mnw4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/d44c6e4da0a0efb25b0fd29d66f4b60c/notes_pre_post/1040g3k831s47a2av5e305p05ejjaajvhcd23dc8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/8f23d2348e56d0100fa0ec3f15002dc9/notes_pre_post/1040g3k831s47a2av5e3g5p05ejjaajvhr1kbvp8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/52c1d279884182b335854abbd559f113/notes_pre_post/1040g3k831s47a2av5e405p05ejjaajvh97v7phg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/2e4ccd0f80b073696e292df8262de906/notes_pre_post/1040g3k831s47a2av5e4g5p05ejjaajvhm9sal8g!nd_dft_wlteh_webp_3""]","",""
71,"697c8621000000000a02878c","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","跨越山海，来港科大（广州）感受红鸟硕士项目","11","","","6","2026/01/30","1月11日至17日，14位来自新乌兹别克斯坦大学的同学，深度体验了香港科技大学（广州）未来技术学院RBM International Student Experience Week (RISE Week) Camp。他们跟着红鸟硕士项目的节奏，玩转项目式学习，感受跨学科解真实问题的魅力。在大湾区的前沿氛围里，交流、碰撞、做朋友🌉
	
RISE Week是由未来技术学院全新打造的国际化学习体验项目，依托大湾区多元文化与前沿创新优势，搭建起跨国交流桥梁，让学员近距离感知湾区文化气质与科创活力，为其学业规划提供新视角，更以教育为纽带编织跨国青年友谊网络，为“一带一路”国际合作注入鲜活力量。
	
快点击视频，听听他们的体验和感受[举手R]
#港科大广州[话题]#  #RISEWeek[话题]# #一带一路[话题]# #国际教育[话题]# #大湾区留学[话题]# #跨文化体验[话题]#","[""#港科大广州"",""#RISEWeek"",""#一带一路"",""#国际教育"",""#大湾区留学"",""#跨文化体验""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/697c8621000000000a02878c?xsec_token=ABVv2RyPJ_XAQAwtkJWRakhJy3enr4lESQNOthx3JYias=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/ee314b52f35c5d46e06966e9e6a582c0/1040g00831rv9as753ql05p05ejjaajvheh3ucpg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e97c862137b2c5010370039c0e6ddba8_259.mp4?sign=3d15e8e747417faa647f8a04363bbbd5&t=6a013dc7",""
72,"697c83e9000000000a030158","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","雨天，送你一片港科广的蓝 🌧️💙","40","5","1","5","2026/01/30","今日天气：雨。☔️
分享一片港科广的蓝，送给实验室里、书桌前，那个可能有点疲惫却依然专注的你。雨会停，抬头见晴。
	
摄影📷：港科广er
P1-3：@小呆咕噜咕噜咕噜
p4-5: 贺登博
	
#港科广大广州[话题]# #校园日记[话题]# #实验室日常[话题]# #雨天治愈[话题]#","[""#港科广大广州"",""#校园日记"",""#实验室日常"",""#雨天治愈""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/697c83e9000000000a030158?xsec_token=ABVv2RyPJ_XAQAwtkJWRakhNQczn3aLHxGOb2K_NyjdQs=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/fcb64f0d2554571138f3bf9ff74c5993/notes_pre_post/1040g3k031rv9as74js005p05ejjaajvhs83skjg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/545c13587809a37c36d4aa7446bdb096/note_pre_post_uhdr/1040g3r031rv9at9vji005p05ejjaajvhefdu6t8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/248a1b2ca10634cdb1357a096cca824e/notes_pre_post/1040g3k031rv9as74js0g5p05ejjaajvht66k16g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/8e58427bafe99347d7e299e089e44c64/notes_pre_post/1040g3k031rv9as74js105p05ejjaajvh13np0gg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/ee5bf88ce1bef70c98923389c72a6794/notes_pre_post/1040g3k031rv9as74js1g5p05ejjaajvh8mlgq1g!nd_dft_wgth_webp_3""]","",""
73,"697c7218000000000a0280f0","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","不要错过！港科大（广州）本科招生接待日","5","1","","1","2026/01/30","📅 时间：2月8日（周日）13:00-18:20
📍 地点：香港科技大学（广州）
	
这一次，我们邀请你——
走进校园，亲身体验交叉融合学科的独特魅力！
全方位解锁人工智能、数据科学、芯片与微电子、智能制造、先进材料、金融科技、机器人工程、新能源科学与工程（拟新增，最终以招生简章为准）等专业的前沿动态！
	
❗报名注意：
截止时间：2月6日（周五）中午12:00 或 人满即止
报名方式：请私信获取报名通道🔗
#港科大广州[话题]# #本科招生[话题]# #校园开放日[话题]#","[""#港科大广州"",""#本科招生"",""#校园开放日""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/697c7218000000000a0280f0?xsec_token=ABVv2RyPJ_XAQAwtkJWRakhIczc0JCR7dA3ZSde4Y5-P8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/f19ae77ad385f1493975ca13db442b3e/notes_pre_post/1040g3k031rv71nv1jm2g5p05ejjaajvh8q02dsg!nd_dft_wlteh_webp_3""]","",""
74,"69796dce000000000b0108c1","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","与你相约！《在现场·再现场》AR 摄影展 📸🎁","7","2","","8","2026/01/28","《在现场·再现场——照见红鸟记忆》AR 摄影展记录了港科大（广州）红鸟学创空间里真实发生的时刻。而这些时刻，从来不只属于镜头里的作品，也属于每一位经历过的人。✨
	
📅 展出时间：2026 年 1 月 28 日至 7 月 28 日
📍 展出地点：香港科技大学（广州）W1 5 红鸟学创空间梧桐大教室 🏛️🌳
	
✍️ 有奖征集：
在小红书发布你的「在现场」或「再现场」内容，图文或视频均可，形式不限，具体规则详见图片说明～🎈🎊
记得 @香港科技大学（广州） @港科广副校长(教学)办公室
并带上话题：#在现场再现场[话题]# #照见红鸟记忆[话题]# #香港科技大学广州[话题]# #红鸟硕士班[话题]#
📌 投稿内容须为原创，或经拍摄者本人同意；笔记需在展览期间保持公开可见哦！
	
🎁 活动纪念品：
启动仪式当日（即2026年1月28日）凡按活动要求发布笔记，即可领取纪念品
	
感谢你的参与。❤️
这个展览的每一个现场，
由我们共同完成。🤝✨","[""#在现场再现场"",""#照见红鸟记忆"",""#香港科技大学广州"",""#红鸟硕士班""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/69796dce000000000b0108c1?xsec_token=ABgPCFc_sDiVpOVGD-0dc7Y8n7DtrFppsH634g71i5hCM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/80bbf53dae05dc4f83d714e71a71d6b3/1040g00831rs8snavi6005p05ejjaajvh3i0cipg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/e127cb0d278aa57fda847b67f925118a/1040g00831rs8snavi60g5p05ejjaajvhuhe9hg8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/9a0909dd1849cf68323c97307cd5d79c/1040g00831rs8snavi6105p05ejjaajvh4mimco8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/7efc13196c5ca3e6b8da78de60fe400a/1040g00831rs8snavi61g5p05ejjaajvhfvmthno!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/93b0d0829236e1e6d84f34b4e9938d0b/1040g00831rs8snavi6205p05ejjaajvhq0vin3o!nd_dft_wlteh_webp_3""]","",""
75,"6976d9c3000000000b009b19","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","终于等到你！校园歌手大赛总决赛来啦！🎤","16","6","","14","2026/01/26","校园歌手大赛总决赛终于来啦！🎤
“音为梦响，青春绽放”——十位实力唱将经过层层比拼，即将携满格实力站上舞台，争夺最终冠军！🏆
	
谁会是当晚最闪亮的那颗星？✨
⏰1月31日 14点-18点
📍香港科技大学（广州）演讲厅A
我们现场见分晓！等你来一起见证～👇
[薯券R]现场观演即可加入大众评审团，投票选出最受欢迎歌曲奖🎧 &最佳人气歌手奖👑！
	
#港科大广州[话题]# #港科广校园歌手大赛[话题]# #大学生舞台[话题]# #校园音乐人[话题]#","[""#港科大广州"",""#港科广校园歌手大赛"",""#大学生舞台"",""#校园音乐人""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6976d9c3000000000b009b19?xsec_token=ABQXzq8JDNtPYorvIf9aLZPDSXNX-g2-WIgi9_hC1s1HE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/65760f959d669924b46f0a916bbf8c78/1040g2sg31rpo89lqi4l05p05ejjaajvhhpudldo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e976d9c3190f29010370039bf84585de_259.mp4?sign=5dbd8abf9d0f27aa371ca85f2964c293&t=6a013dd1",""
76,"69734f3f000000000a02cfb1","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","冬日港科广❄️❄️","22","","","2","2026/01/23","冬寒料峭，楼宇静立。在港科广的冬日暮色里，用镜头收藏这份独特的清冷与诗意吧。📷 #爱上港科广的冬天[话题]# #校园摄影[话题]#
摄影📷：港科广er@行板的书架和琴房","[""#爱上港科广的冬天"",""#校园摄影""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/69734f3f000000000a02cfb1?xsec_token=ABxpDrp5uFrTKUjzyTMuX1ntLYRFxs0ea8-hRzMVodq3s=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/5ef295149a941d3775f9b36e74abb5de/note_pre_post_uhdr/1040g3r831rm9l9ip24805p05ejjaajvh0r3huso!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/0d8bcf54d41004deb3f1bf67f0f8a756/note_pre_post_uhdr/1040g3r831rm9l9ip247g5p05ejjaajvhfr5v6rg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/fc7ee018aaf6ddc1c7e650923bf39385/note_pre_post_uhdr/1040g3r831rm9l9ip248g5p05ejjaajvh6qecu3g!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/4b2792e0209a14d10ca840a47cf1550c/note_pre_post_uhdr/1040g3r831rm9l9ip24705p05ejjaajvh5fibma8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/156c4611de9a4659e1b7d7397d894df9/note_pre_post_uhdr/1040g3r831rm9l9ip24905p05ejjaajvh5sqtlao!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/7329ad9480c1fa6fd2a98398b60ccf3b/note_pre_post_uhdr/1040g3r831rm9l9ip249g5p05ejjaajvhfm2dh08!nd_dft_wlteh_webp_3""]","",""
77,"69734b19000000000a033862","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","港科大（广州）熊辉教授当选2025 ACM Fellow","33","2","2","6","2026/01/23","美国东部时间 1月21日，国际计算机学会（Association for Computing Machinery，ACM）公布了最新一届会士（ACM Fellow）名单。香港科技大学（广州）协理副校长（知识转移）熊辉教授因在推动AI和移动计算发展方面的研究贡献（For research contributions to the advancement of AI and mobile computing），当选2025 ACM Fellow。
	
#ACM[话题]# #港科大广州[话题]#","[""#ACM"",""#港科大广州""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/69734b19000000000a033862?xsec_token=ABxpDrp5uFrTKUjzyTMuX1nsideABWOWdnSDYWf7YQDK8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/3ee45814f51ce4d64bad46907aed5a01/notes_pre_post/1040g3k831rm891t628ag5p05ejjaajvhr27tuv8!nd_dft_wlteh_webp_3""]","",""
78,"696eeacc000000000a02e324","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","不容错过！港科大（广州）MBA+大师课暨开放日","9","","1","4","2026/01/20","🔬 想知道实验室里的“黑科技”如何变成改变世界的产品？🎤 1月25日，港科大（广州）MBA+ 大师课暨开放日，邀你面对面听温维佳教授开讲！
	
👉 温维佳教授简介
温维佳教授现为港科大（广州）功能枢纽院长，曾获得国家自然科学奖二等奖。温教授的多项研究成果已被成功产业化，完成了从0到1的科技成果应用。
	
📅 活动时间：1月25日（周日）14:00-17:30
📍 地点：港科大（广州）E1-101
🌟 亮点内容：
✔️ 设计思维如何助力科创项目破局
✔️ 温维佳教授亲授：科技创新如何跨越实验室到产业化
✔️ MBA+课程全解读 + 一对一咨询
✔️ 校园参观，沉浸式体验创新氛围
	
🙋‍♂️ 适合谁听？
创业者、企业高管
对科技转化、产业落地感兴趣的你
打算攻读MBA+，提升科创领导力的你
	
📌 现场还可直接与教授、课程老师交流，获取一手申请资讯！
🏃一起走进前沿科技与产业融合的第一现场！
@香港科技大学(广州)MBA+
#港科大广州[话题]# #MBA[话题]# #科技创新[话题]# #产业转化[话题]#  #设计思维[话题]# #开放日[话题]#  #广州活动[话题]#","[""#港科大广州"",""#MBA"",""#科技创新"",""#产业转化"",""#设计思维"",""#开放日"",""#广州活动""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/696eeacc000000000a02e324?xsec_token=ABgUdZsZLySPvN6DhA8ZAtzRsME6tHTUnVkKsDRJXGzhk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072224/772f649583d3e899d0fdde405611e203/notes_pre_post/1040g3k031rhvrg2f70305p05ejjaajvh27p1srg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/dc750d15c5b1d10013199649b7905168/notes_pre_post/1040g3k031rhvrg2f703g5p05ejjaajvhcdq70dg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072224/f79f6ab391367fff7cb0c979f7531344/notes_pre_post/1040g3k031rhvrg2f70405p05ejjaajvhs0876n8!nd_dft_wlteh_webp_3""]","",""
