"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
98,"688b9bf80000000025011d0b","国际学校牛马bot","https://www.xiaohongshu.com/user/profile/5723951d82ec39017d52cd16","求职/分类习题/行业真相-国际学校超全干货","24","38","2","6","2025/08/01","hello！我是牛牛！在国际学校搬砖的牛牛
经历百人求职-咨询
新教师常见问题/进阶问题牛牛了然于胸
简单整理和友友们共享
个人情况可⬇️一对一咨询
#国际学校[话题]# #国际学校老师[话题]# #国际学校求职[话题]# #国际部[话题]# #斩获offer的秘诀[话题]# #国际高中[话题]# #海归求职[话题]# #国际课程[话题]# #面经[话题]# #国际教育[话题]#","[""#国际学校"",""#国际学校老师"",""#国际学校求职"",""#国际部"",""#斩获offer的秘诀"",""#国际高中"",""#海归求职"",""#国际课程"",""#面经"",""#国际教育""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/688b9bf80000000025011d0b?xsec_token=ABmeyPyTTg_FBjhZIKOMmp28DfhMFOGx1KhyUSom__NRI=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/f4df1bd0493a6669a569ca402e8ab6f4/1040g00831kk0ha46j2205p2908544s8chuk69po!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/14b9da0324996d8a74ada0492bce819e/1040g00831kk0ha46j2105p2908544s8c4p6dgmg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/1efe64a3bdbbabd61aa07aa8aa30444b/1040g00831kk0ha46j2005p2908544s8cu3mfg6o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/26b3bdb8aa1a4082f346922ac0f53b98/1040g00831kk0ha46j21g5p2908544s8ctot2j2o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/3fe21722a1c73850ca137c7350071314/1040g00831kk0ha46j20g5p2908544s8cgkjfah0!nd_dft_wlteh_webp_3""]","",""
99,"68ff1c72000000000700fccc","国际学校牛马bot","https://www.xiaohongshu.com/user/profile/5723951d82ec39017d52cd16","投稿提问｜广外国际部待遇怎么样🐶","34","13","19","84","2025/10/27","牛牛comments：因为base大湾区所以自己和朋友都和这个外包国际部打过交道，并且帮陪跑的学员拒绝过这家的offer，总体评价是待遇中下，饼很会画
#国际学校[话题]# #国际学校老师[话题]# #国际学校求职[话题]# #国际部[话题]# #国际教育[话题]# #国际学校教师[话题]# #薪资[话题]# #国际商务[话题]##广州外国语学校[话题]#  #国际中文教师[话题]#","[""#国际学校"",""#国际学校老师"",""#国际学校求职"",""#国际部"",""#国际教育"",""#国际学校教师"",""#薪资"",""#国际商务"",""#广州外国语学校"",""#国际中文教师""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/68ff1c72000000000700fccc?xsec_token=ABecWrCqwLeAxelcAqMm9TEAStxZVHdhRvS0bTCF8wIp8=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/be97b0f439e9a3ae7dfa68c4673ebe09/1040g00831o4qcuk54s0048b8b1ahrj8ml5tofh0!nd_dft_wlteh_webp_3""]","",""
100,"699a62a2000000002801fd0a","🌴库卡蒙格の海边","https://www.xiaohongshu.com/user/profile/5f47a781000000000101ce51","广东以色列理工学院行政团队2026年诚聘英才","79","69","5","119","2026/02/22","需求学科（供参考）：
专业未分类, 新闻传播学, 数学, 统计学, 计算机科学与技术, 教育学, 心理学, 社会学, 软件工程
	
公告详情
学校简介：
我们的独特性
唯一属性：中国目前唯一一所理工科中外合作大学，以色列理工学院的中国校区。
卓越基因：承袭以色列理工学院（被誉为“以色列的麻省理工”）逾百年的创新教育、科研精髓与创业文化。
我们致力于在汕头建设一所世界级的理工科研究型大学。我们不仅全面引进优质教育资源，更鼓励教育教学创新，目标是培养具有创新能力、全球视野和人文素养的卓越工程师与科学家。
我们为您提供
●一个高起点、高标准的国际化工作平台。
●与国内外顶尖学者共事与合作的机会。
学校官网：https://www.gtiit.edu.cn
	
我们寻找这样的你：
●具备良好英语能力，日常工作语言为英语
●热爱多元文化工作环境
●乐于协作，开放包容
招聘岗位及人数：
具体招聘的行政岗位及要求，可前往广东以色列理工学院官网查询https://www.gtiit.edu.cn/en/recruit.aspx
	
福利待遇：
●当地富有竞争力的薪酬待遇
●多元、畅通的职业发展与职称晋升通道
●足额购买社会保险及公积金，公积金单位缴存比例12%
●带薪年假12天起+以色列逾越节
●丰富的校园生活：游泳、健身、攀岩、普拉提、年会……
●协助符合条件的人才申请汕头市人才政策
	
申请方式：
请将中英文简历发送至 hr.recruit@gtiit.edu.cn（邮件标题格式：岗位+姓名+高校人才网），部分岗位需要随附作品集（具体见岗位要求），符合岗位条件的候选人将被邀请参加中英文笔试/面试。【快捷投递：点击下方“立即投递/投递简历”，即刻进行职位报名】
	
工作地址：
广东省汕头市金平区广以路66号
	
#国际化人才[话题]# #广东以色列理工学院[话题]# #传媒与公共事务部[话题]# #学校招生办助理[话题]# #辅导员[话题]# #网络工程师[话题]# #办公室助理[话题]# #广东省汕头市金平区[话题]# #社会心理学[话题]# #计算机科学与技术[话题]#","[""#国际化人才"",""#广东以色列理工学院"",""#传媒与公共事务部"",""#学校招生办助理"",""#辅导员"",""#网络工程师"",""#办公室助理"",""#广东省汕头市金平区"",""#社会心理学"",""#计算机科学与技术""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/699a62a2000000002801fd0a?xsec_token=ABPE0zLdPZyAaUJ34N5KrSGkBczNRgKSwttekIUlA17Ig=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/80e4cbd4dbcd4ff0ba5bea346f337529/notes_pre_post/1040g3k031sselic6ls3g5nq7ku0gbjihl6qe7l8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/ba3f7df9adebb9b2d160480cf4b30b43/notes_pre_post/1040g3k031sselic6ls205nq7ku0gbjihne49bkg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/037abb96f597fd8e6b24f57a248472e7/notes_pre_post/1040g3k031sselic6ls305nq7ku0gbjihlc4j9t0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/5bee86569479c7ccf8597d15a23d50fe/notes_pre_post/1040g3k031sselic6ls6g5nq7ku0gbjihv5qgaf8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/f851c877e4a3d4a60d765c454c57d566/notes_pre_post/1040g3k031sselic6ls405nq7ku0gbjihvv48t40!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/c1883860e55651898e1584b2afef4b09/notes_pre_post/1040g3k031sselic6ls4g5nq7ku0gbjihr0u7gao!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/3bc7cbe4ac5e56f3893869cb67b293f1/notes_pre_post/1040g3k031sselic6ls505nq7ku0gbjihqfas838!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/617ca76317b15b9564b709fcda5dce3d/notes_pre_post/1040g3k031sselic6ls2g5nq7ku0gbjih0i26288!nd_dft_wlteh_webp_3""]","",""
101,"678b1c05000000001c00c833","芝士科代表","https://www.xiaohongshu.com/user/profile/64ba97af0000000014039221","月薪1.5w | 国际学校招聘各科老师","350","299","45","119","2025/01/18","本科学历即可
最好英语要好
广州国际学校招聘中小学老师","[]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/678b1c05000000001c00c833?xsec_token=ABaZ6CI7J1ZswrUKbGdhBlonvPqDFHWQEO3cfvcNWZ1fQ=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/78f6f2b72851c5a4a3416d3c1b32645e/notes_pre_post/1040g3k031cph98q00m0g5p5qiunl74h1o9mtpdg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/a25d1b91e8e9c2d885821bdff25377f5/notes_pre_post/1040g3k031cph98q00m105p5qiunl74h1ku8vo20!nd_dft_wgth_webp_3""]","",""
102,"692d8bef000000001e039c31","文科生在行动","https://www.xiaohongshu.com/user/profile/6524f304000000002a02a088","深圳小而美双休公司——双非友好","417","377","26","69","2025/12/01","给大家总结了深圳小而美、双休的100人以上企业 ～[飞吻R]
xTool
元戎启行
店小秘
大疆创新
蕉下
拓竹
普渡机器人
凯迪仕
领星
云鲸智能
客路旅行
地上铁
乐动机器人
硅基仿生
绿米联创
AutoX安途
欧瑞博
大米和小米
	
找工作可以多看看boss直聘，HR招人常用渠道哦！
#boss直聘[话题]##找工作别走弯[话题]# #求职技巧[话题]##秋招[话题]# #应届生求职[话题]# #双休早九晚六[话题]# #早九晚五双休的工作[话题]# #深圳找工作[话题]##深圳南山区[话题]# #深圳双休[话题]#","[""#boss直聘"",""#找工作别走弯"",""#求职技巧"",""#秋招"",""#应届生求职"",""#双休早九晚六"",""#早九晚五双休的工作"",""#深圳找工作"",""#深圳南山区"",""#深圳双休""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/692d8bef000000001e039c31?xsec_token=AB2T6h7ce2_vLhlqZfHfMgs4c1lZsMUg4LJ6_eLSgEHZI=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/3875a3fd1fed724d671be8fb6d41354e/notes_pre_post/1040g3k031pi5icd84m6g5p94uc2al8487dalhsg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/7209fd03f0101ef4b75670cf83736eca/notes_pre_post/1040g3k031pi5ie684a6g5p94uc2al8480u75bno!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/15c639b545011f8746ad8edc873be202/notes_pre_post/1040g3k831pi5icfa4kdg5p94uc2al848po167rg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/92ccd214ef30cd467255e29483b5ade8/notes_pre_post/1040g3k031pi5idnr4k5g5p94uc2al848fcd993o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/1fc2bb6fd5fa53456b84a71793b7c459/notes_pre_post/1040g3k831pi5icfa4k7g5p94uc2al848915ursg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/d50c19dd81afcdb286840235d3eb80ee/notes_pre_post/1040g3k831pi5icfa4kcg5p94uc2al848ht1lago!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/376fde41aa508263d4dd685683c7abb4/notes_pre_post/1040g3k831pi5icfa4k8g5p94uc2al84811csf60!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/5f0e7bd32a514b9ad0cb86463995246c/notes_pre_post/1040g3k831pi5icfa4k705p94uc2al848gjnj58g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/fb63f58e231f4a3de670c618c85afd3f/notes_pre_post/1040g3k831pi5icfa4kd05p94uc2al848efnk8j0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/134834f12483928445b3e21eff227280/notes_pre_post/1040g3k831pi5icfa4k805p94uc2al848bcjku3g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/b20880695b6ecb342884800a63225e76/notes_pre_post/1040g3k831pi5icfa4k9g5p94uc2al848pdu7720!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/73f577ad299152a18fa6e2353163f007/notes_pre_post/1040g3k831pi5icfa4kbg5p94uc2al8483h1lnlo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/786ba52bd3ed1618ca1b3339a1cd0fa3/notes_pre_post/1040g3k831pi5icfa4ka05p94uc2al848fgh17ig!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/e383765de1f0eb6261e9dec858c56e71/notes_pre_post/1040g3k831pi5icfa4k905p94uc2al8486829qk0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/ca4fc8803e52b33f862b7fc13d3867fd/notes_pre_post/1040g3k831pi5icfa4kag5p94uc2al848qpa86u8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/a84e74bb2b8de6c0c4ad56630578a157/notes_pre_post/1040g3k831pi5icfa4kb05p94uc2al8480j092vo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/cce7c50a6be27bbc64473876f46a57c4/notes_pre_post/1040g3k831pi5icfa4kc05p94uc2al848hqvibk0!nd_dft_wlteh_webp_3""]","",""
103,"693bdc1c000000001d03f7b2","泻湖花园的嵌入式之旅~","https://www.xiaohongshu.com/user/profile/6727692f000000001d02f069","xtool嵌软实习面经","33","37","3","11","2025/12/12","两位师弟的，很基础，主要还是你对于自己的项目能不能像讲故事一样给面试官讲出来，不过这家公司挺海的，可以练练手[偷笑R]
A:
1. 说一下它底层的任务切换的那个底层逻辑？
2. 优先级反转了解吗？什么场景会出现优先级反转吗？遇到优先级反转这种场景应该怎么解决呢？
3. 你用 STM32 做那些驱动外设的时候，你是用的库函数还是用的寄存器？
4. STM32 的启动流程你了解吗？
5. 串口协议和 I2C 的主要区别？I2C 的起始信号你还记得吗？
6. 介绍一下 SPI？
项目相关：
1. 你项目里 ESP8266 这个模块的功能是你开发的，还是说用的也是串口控制的？
2. ADC+DMA 配合缓冲区，ADC 你设的是什么模式？（循环模式和连续模式用的哪一个）
3. 你那个 I2C 用的是 STM32 内部的硬件 I2C 接口吗？
4. 第一个项目里面说到引入队列集，实现多个数据源统一监听管理功能，能说一下这个设计吗？
5. 第二个项目里面构建的 work 队列后台调度架构是什么东西？能介绍一下吗？
6. 第一个项目里的 8 个任务分别是负责什么的？
7. 项目中 “抽象出统一的设备访问接口，使上层应用与硬件解耦” 是怎么实现的？能介绍一下怎么做的吗？
B:
1.裸机开发和RTOS开发区别
2.中断触发流程
3.RTOS任务调度
4.SPI，IIC选一个结合时序简单说一下
5.为什么你使用软件IIC，以及如果IIC通信的时候主机收不到数据了如何排查
#xtool[话题]# #面经[话题]# #嵌入式开发[话题]# #嵌入式[话题]# #实习[话题]# #泻湖花园嵌入式[话题]# #找实习[话题]# #工科就业[话题]#","[""#xtool"",""#面经"",""#嵌入式开发"",""#嵌入式"",""#实习"",""#泻湖花园嵌入式"",""#找实习"",""#工科就业""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/693bdc1c000000001d03f7b2?xsec_token=ABfh1RA8HRDyXwS7vg64ojQSChxz6I_TmNXLqL-8YE3ZE=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/283e9147baea8ff394328aeeb4eb7f01/notes_pre_post/1040g3k031q04rk62746g5pp7d4nnds396h1mcio!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/222676ecb55be660ee180940d9f0e85b/notes_pre_post/1040g3k031q04rk7sn4005pp7d4nnds392vovolo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/050c7830d2e004c6f35cf2fa611de6aa/notes_pre_post/1040g3k031q04rk62745g5pp7d4nnds397os2rk0!nd_dft_wlteh_webp_3""]","",""
104,"66e2877b00000000260321fa","约瑟芬的日与夜Josephine","https://www.xiaohongshu.com/user/profile/5cc8f6d30000000016004721","24fall湾区国际学校求职分享","681","543","128","87","2025/08/20","[两颗心R]24fall招聘已经结束 过去的半年多我一共收获了7个offer➕一段含金量比较高的全职工作经验 今天备课结束比较早 于是赶工一篇笔记给大家分享一下我在招聘季的心得
（希望求职国际学校的宝宝们可以关🐷我一下 还有续集）
————————
[举手R]我的base在广东 此前有两年国际教育经验 （dse&alevel&ib） 所以求职期间只考虑了广东的国际学校➕互联网大厂
几份offer分别是
[一R]广州dse系国际学校
[二R]济南alevel系国际学校
[三R]深圳某分校较多的国际学校
[四R]深圳dse大型机构
[五R]科大讯飞（语言学专家岗）
[六R]字节跳动（企业内训产品岗）
[七R]毕马威人才发展变革岗
其中全包最多的是字节（但leader一再强调加班普遍）和①
于是硕士毕业前我选择接受offer[一R]并入职
岗前实习六个月 薪资大约是正式的70%
回忆起我的招聘季
从迷茫懵懂 应聘成本的焦虑到释然 坚信自己能够为自己创造梦中的生活 我思考了很多次
当中是对体验别往人生和不断突破舒适圈的渴望 让我有勇气接受各种挑战
————————
然而国际学校刚刚入职时
我仍有一些焦虑和担忧
由于自己研究生期间赚够了2年留学的学费和花销 存款和父母身体的压力
以及年初亲人离世的打击 让我最初面对这份工作时手忙脚乱 自我pua
5月以来才逐渐调整好工作节奏 变得驾轻就熟 [皱眉R]于是在7月也负责了该国际学校期末中文科考卷三门的编写&审核等比较重要的工作
并获得了[二R]份较为稳定的副业（国际教育个人工作室&酒吧主理人）
————————
离职后，我仍在总结反思自己在每份工作中的收获和误区，于是整理了不少干货。希望每个刷到我的24应届本硕博朋友，都能不再迷茫、即刻出发、彩色生活。❤️
	
今天就分享到这里，我是Josephine🍑
[红色心形R]保研汉硕+港澳mphil+孔院经历
[两颗心R]ctcsol+高语教资+ib教师认证中
[星R]超过五个国家级/省级中文教学项目+多段中文教学经历
	
#留学生找工作[话题]# #留学[话题]# #国际学校[话题]# #南沙[话题]# #职场日常[话题]# #广州国际学校[话题]# #港澳留学[话题]# #改造[话题]#","[""#留学生找工作"",""#留学"",""#国际学校"",""#南沙"",""#职场日常"",""#广州国际学校"",""#港澳留学"",""#改造""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/66e2877b00000000260321fa?xsec_token=ABR4pSiB4rc0s7-iOEm_98q34If9nEnpJivOKc_EiUgaI=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/615bd31247a8c50a791e759521c57db1/1040g2sg317kt90atk6d05n68ur9lghp1ktv6260!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/af7f62da4d011f290bf2a06b4f4c7be4/1040g2sg317kt90atk6cg5n68ur9lghp1u5fpvq0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/c56204d7bff79ee4e96dc6dbd6bf09de/1040g2sg317kt90atk6bg5n68ur9lghp15c9gbk0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/de6e3f17b36cc32478eb28e43a2e33db/1040g2sg317kt90atk6dg5n68ur9lghp1tne2c18!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/d33ce07725132e5c145a2c5ffacd803e/1040g2sg317kt90atk68g5n68ur9lghp19vdgpi0!nd_dft_wlteh_webp_3""]","",""
105,"695bb032000000002203a870","占方能","https://www.xiaohongshu.com/user/profile/690022db000000003801bbef","教授本人招生 | HKUST 新AP 3D+AI","1217","970","98","478","2026/01/05","大家好，我是占方能。我将于2026年2月底加入香港科技大学担任助理教授 (tenure-track)。我博士毕业于南洋理工大学，之后在德国马普所进行博士后研究，目前在MIT进行研究工作。我的研究主要围绕三维视觉和生成模型。长期目标是让 AI 理解并建模真实三维世界中的几何结构、视觉外观与未来动态等，从而使 AI 能够感知并与物理世界进行交互。
	
🧠实验室主要研究方向：
- 三维重建&渲染，包括前馈式重建和动态重建等
- 世界模型，包括用于具身世界模型，多模态世界模型等
- 具身智能，包括主动视觉系统，基于世界模型的决策与规划等
	
📣实验室招聘：
我目前正在招收26年秋季入学的PhD（申请系统截止日期是今年六月），以及实习生和访问学生。要申请27年的PhD，也可以早一点以实习生的形式一起合作合作，互相了解。
背景方面，期望大家对于3DV/World Model已经有了一些了解和兴趣；同时也非常欢迎具有创造力和想象力的同学加入，例如与艺术或其他跨学科方向相结合的探索。
欢迎感兴趣的同学邮件联系我，一起来做有趣的研究！邮件内容可以简要描述一下你的科研兴趣以及附上简历。
	
📮联系信息
主页：https://fnzhan.com/
邮箱：fnzhan@mit.edu
	
#招生[话题]# #港科大[话题]# #计算机视觉[话题]# #三维重建[话题]# #世界模型[话题]# #视频生成[话题]# #人工智能[话题]#","[""#招生"",""#港科大"",""#计算机视觉"",""#三维重建"",""#世界模型"",""#视频生成"",""#人工智能""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/695bb032000000002203a870?xsec_token=ABobdBAilecXiFCY3mygZtartmVcw0RoqOFLBeywRdFdU=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/65e49b21bda8dbee2a5e033aa58b50ea/spectrum/1040g0k031qv7d6vt0m005q804bdu3evfietqavo!nd_dft_wgth_webp_3""]","",""
106,"69087a27000000000703368d","赛博老章","https://www.xiaohongshu.com/user/profile/68bfdf22000000001901fc36","我为什么超长期看好教培，并从字节裸辞Al","5955","5874","428","1596","2025/11/03","这个行业好的一面：所有的趋势都是确定性的……
确定性最大的价值，就是你确定的知道杠杆应该加在哪里。
有了杠杆，剩下的，就交给加油吧。
	
#互联网大厂[话题]# #教培转行[话题]# #加油教培人[话题]# #独立老师[话题]# #独立教师[话题]#","[""#互联网大厂"",""#教培转行"",""#加油教培人"",""#独立老师"",""#独立教师""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69087a27000000000703368d?xsec_token=ABp9ZFQ5ciJPDSxzRU2jG8uhgB5GXmrYSOGIUF0kYcAT0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/2ee74af13161f42e0faf75c7e191f7dd/spectrum/1040g34o31odv180i4s705q5vrsh6bv1mtdh87po!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/05ce901b4b53d2d009b997cf22944f50/spectrum/1040g34o31odv180i4s7g5q5vrsh6bv1mdu91evg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/1b4423f59277ab643899ca8490ff374d/spectrum/1040g34o31odv180i4s805q5vrsh6bv1mub3q6go!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/669fcea14cb5b4fdc60d503aa7f92d23/spectrum/1040g34o31odv180i4s8g5q5vrsh6bv1mim4nq80!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/7bff73958641901b19eb54318bf84bff/spectrum/1040g34o31odv180i4s905q5vrsh6bv1mfivvgr8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/68b73752025d2efb8f86e10f97fde7b7/spectrum/1040g34o31odv180i4s9g5q5vrsh6bv1m57ifd60!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230153/5fa5ce6ac5ddbc3cedef3d077fb66b4c/spectrum/1040g34o31odv180i4sa05q5vrsh6bv1m3904aig!nd_dft_wlteh_webp_3""]","",""
107,"695b499c000000000c034429","大声尖叫","https://www.xiaohongshu.com/user/profile/62efb082000000001f00771a","27届真的别再管暑期实习开没开这件事了","1355","639","107","221","2026/01/05","因为说白了这件事和大部分人都无关，现在开始在互联网上批量发xx暑期实习开了的消息的人，要么是起号的 想制造焦虑赚流量，要么是闲得没事干，发出来了还要沾沾自喜“我太牛了 我第一个发现暑期实习已经开了”
	
对于大多数人来说，暑期实习这件事要么根本就不用参加，要么参加了也是这场病态游戏的炮灰（忙活两三个月被横向掉），要么千辛万苦拿到offer了在老板画的大饼里面和同期实习生为了一点小事争得头破血流，最后累死累活发现要么没转正hc了要么被开出惊天大白菜价
	
这样的事情在26届发生的真的真的不少 [叹气R]
	
这个时候又有人要出来杠了，不参加暑期实习岂不是失去了提前拿保底offer的机会吗？如果秋招0 offer怎么办
	
1️⃣ 首先，你要看时间线
所谓的保底机会，意思是你需要先投入才能有回报，比如5月和6月就去实习，一直到8月、9月才能转正答辩。但是在这段时间线内，7月10号左右百度秋招提前批第一个开，在之后的半个月内秋招提前批密集开
	
现实情况是很多人的暑期实习工作强度很大，根本没有办法兼顾秋招提前批，所以索性选择放弃秋招all in转正，最后要答辩的时候才发现被骗了，可是这个时候秋招第一波投递都已经发面邀甚至拿offer了，所以暑期实习到底是你的保底还是你的拖累，真的要打一个问号。明明实力很强的人却晚了一步，很可惜的 [抓狂R]
	
2️⃣ 其次，暑期实习开了不一定意味着发面邀
不管它开的有多早，集中发面邀的时间就是3月和4月，所以开得早与晚对于那些坚定要参加暑期实习的人来说没有任何影响
	
3️⃣ 最后，暑期实习有强产出是伪命题
先不说自动把暑期实习和有产出这件事划等号有多么不合理，有强产出就一定能拿到秋招offer吗？不是的，比实力更重要的是时机
	
你说你在暑期实习里面有很多很多产出，工作强度堪比正职，但是在hc被砍这件事面前不值一提。你说你的实习质量比那些全是日常实习的同学要高很多，但在错过正式秋招投递时间这件事面前不值一提
	
暑期实习不管啥时候开，都是雷声大雨点小，轰轰烈烈地开展，拉了一群人赛马再赛马，最后用一天200块的薪资让一群大学生为公司拼命
	
如果你还没找到寒假实习，你的当务之急是坚持投递、把握好每一个面试的机会！！别老为这些和你完全不沾边的事情焦虑了！！！
	
#实习[话题]# #互联网大厂实习[话题]# #找实习[话题]# #暑期实习[话题]# #大学生实习[话题]# #大厂[话题]# #寒假实习[话题]# #校招[话题]# #面试[话题]#","[""#实习"",""#互联网大厂实习"",""#找实习"",""#暑期实习"",""#大学生实习"",""#大厂"",""#寒假实习"",""#校招"",""#面试""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/695b499c000000000c034429?xsec_token=ABobdBAilecXiFCY3mygZtakg8Lee3yJoXEv4bj4LmoVs=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230153/dbc3a878691275d8f7b780acf7e8ec95/notes_pre_post/1040g3k831quqqcpk6ud05onfm217otoqc1knjmo!nd_dft_wlteh_webp_3""]","",""
